name,instagram,date,followers,days
Bianca,@biancaandradeoficial,02-04-2020,9103493,18
Bianca,@biancaandradeoficial,02-05-2020,9058958,19
Bianca,@biancaandradeoficial,02-06-2020,9056026,20
Bianca,@biancaandradeoficial,02-07-2020,9064330,21
Bianca,@biancaandradeoficial,02-08-2020,9069882,22
Bianca,@biancaandradeoficial,02-09-2020,9078813,23
Bianca,@biancaandradeoficial,02-10-2020,9080964,24
Bianca,@biancaandradeoficial,02-11-2020,9092825,25
Bianca,@biancaandradeoficial,02-12-2020,9114374,26
Bianca,@biancaandradeoficial,02-13-2020,9129135,27
Bianca,@biancaandradeoficial,02-14-2020,9140760,28
Bianca,@biancaandradeoficial,02-15-2020,9141997,29
Bianca,@biancaandradeoficial,02-16-2020,9147687,30
Bianca,@biancaandradeoficial,02-17-2020,9156470,31
Bianca,@biancaandradeoficial,02-18-2020,9167660,32
Bianca,@biancaandradeoficial,02-19-2020,9178045,33
Bianca,@biancaandradeoficial,02-20-2020,9193228,34
Bianca,@biancaandradeoficial,02-21-2020,9205446,35
Bianca,@biancaandradeoficial,02-22-2020,9210830,36
Bianca,@biancaandradeoficial,02-23-2020,9226172,37
Daniel,@daniel_lenhardt,01-18-2020,0,1
Daniel,@daniel_lenhardt,01-19-2020,0,2
Daniel,@daniel_lenhardt,01-20-2020,0,3
Daniel,@daniel_lenhardt,01-21-2020,0,4
Daniel,@daniel_lenhardt,01-22-2020,0,5
Daniel,@daniel_lenhardt,01-23-2020,0,6
Daniel,@daniel_lenhardt,01-24-2020,0,7
Daniel,@daniel_lenhardt,01-25-2020,0,8
Daniel,@daniel_lenhardt,01-26-2020,0,9
Daniel,@daniel_lenhardt,01-27-2020,0,10
Daniel,@daniel_lenhardt,01-28-2020,0,11
Daniel,@daniel_lenhardt,01-29-2020,0,12
Daniel,@daniel_lenhardt,01-30-2020,0,13
Daniel,@daniel_lenhardt,01-31-2020,0,14
Daniel,@daniel_lenhardt,02-01-2020,0,15
Daniel,@daniel_lenhardt,02-02-2020,144426,16
Daniel,@daniel_lenhardt,02-03-2020,160723,17
Daniel,@daniel_lenhardt,02-04-2020,176905,18
Daniel,@daniel_lenhardt,02-05-2020,369526,19
Daniel,@daniel_lenhardt,02-06-2020,527425,20
Daniel,@daniel_lenhardt,02-07-2020,621609,21
Daniel,@daniel_lenhardt,02-08-2020,641674,22
Daniel,@daniel_lenhardt,02-09-2020,679409,23
Daniel,@daniel_lenhardt,02-10-2020,729069,24
Daniel,@daniel_lenhardt,02-11-2020,781937,25
Daniel,@daniel_lenhardt,02-12-2020,813785,26
Daniel,@daniel_lenhardt,02-13-2020,836332,27
Daniel,@daniel_lenhardt,02-14-2020,853931,28
Daniel,@daniel_lenhardt,02-15-2020,867103,29
Daniel,@daniel_lenhardt,02-16-2020,876779,30
Daniel,@daniel_lenhardt,02-17-2020,882239,31
Daniel,@daniel_lenhardt,02-18-2020,890391,32
Daniel,@daniel_lenhardt,02-19-2020,894778,33
Daniel,@daniel_lenhardt,02-20-2020,898640,34
Daniel,@daniel_lenhardt,02-21-2020,900709,35
Daniel,@daniel_lenhardt,02-22-2020,901202,36
Daniel,@daniel_lenhardt,02-23-2020,908294,37
Prior,@felipeprior,01-18-2020,0,1
Prior,@felipeprior,01-19-2020,28143,2
Prior,@felipeprior,01-20-2020,30382,3
Prior,@felipeprior,01-21-2020,32366,4
Prior,@felipeprior,01-22-2020,39007,5
Prior,@felipeprior,01-23-2020,45035,6
Prior,@felipeprior,01-24-2020,52721,7
Prior,@felipeprior,01-25-2020,59420,8
Prior,@felipeprior,01-26-2020,63827,9
Prior,@felipeprior,01-27-2020,67220,10
Prior,@felipeprior,01-28-2020,70503,11
Prior,@felipeprior,01-29-2020,76086,12
Prior,@felipeprior,01-30-2020,82456,13
Prior,@felipeprior,01-31-2020,88875,14
Prior,@felipeprior,02-01-2020,93982,15
Prior,@felipeprior,02-02-2020,98654,16
Prior,@felipeprior,02-03-2020,102073,17
Prior,@felipeprior,02-04-2020,104880,18
Prior,@felipeprior,02-05-2020,114158,19
Prior,@felipeprior,02-06-2020,120613,20
Prior,@felipeprior,02-07-2020,126603,21
Prior,@felipeprior,02-08-2020,130479,22
Prior,@felipeprior,02-09-2020,135886,23
Prior,@felipeprior,02-10-2020,146670,24
Prior,@felipeprior,02-11-2020,154824,25
Prior,@felipeprior,02-12-2020,168630,26
Prior,@felipeprior,02-13-2020,179553,27
Prior,@felipeprior,02-14-2020,187851,28
Prior,@felipeprior,02-15-2020,195508,29
Prior,@felipeprior,02-16-2020,211561,30
Prior,@felipeprior,02-17-2020,226335,31
Prior,@felipeprior,02-18-2020,237870,32
Prior,@felipeprior,02-19-2020,265495,33
Prior,@felipeprior,02-20-2020,286833,34
Prior,@felipeprior,02-21-2020,313928,35
Prior,@felipeprior,02-22-2020,334856,36
Prior,@felipeprior,02-23-2020,356129,37
Flayslane,@laneoficial,01-18-2020,0,1
Flayslane,@laneoficial,01-19-2020,145385,2
Flayslane,@laneoficial,01-20-2020,155805,3
Flayslane,@laneoficial,01-21-2020,162208,4
Flayslane,@laneoficial,01-22-2020,192856,5
Flayslane,@laneoficial,01-23-2020,278991,6
Flayslane,@laneoficial,01-24-2020,311903,7
Flayslane,@laneoficial,01-25-2020,336206,8
Flayslane,@laneoficial,01-26-2020,364715,9
Flayslane,@laneoficial,01-27-2020,379697,10
Flayslane,@laneoficial,01-28-2020,397346,11
Flayslane,@laneoficial,01-29-2020,418121,12
Flayslane,@laneoficial,01-30-2020,450743,13
Flayslane,@laneoficial,01-31-2020,479912,14
Flayslane,@laneoficial,02-01-2020,496930,15
Flayslane,@laneoficial,02-02-2020,512333,16
Flayslane,@laneoficial,02-03-2020,536985,17
Flayslane,@laneoficial,02-04-2020,553178,18
Flayslane,@laneoficial,02-05-2020,584160,19
Flayslane,@laneoficial,02-06-2020,609564,20
Flayslane,@laneoficial,02-07-2020,637056,21
Flayslane,@laneoficial,02-08-2020,655025,22
Flayslane,@laneoficial,02-09-2020,667045,23
Flayslane,@laneoficial,02-10-2020,688638,24
Flayslane,@laneoficial,02-11-2020,716497,25
Flayslane,@laneoficial,02-12-2020,744806,26
Flayslane,@laneoficial,02-13-2020,774516,27
Flayslane,@laneoficial,02-14-2020,801063,28
Flayslane,@laneoficial,02-15-2020,816707,29
Flayslane,@laneoficial,02-16-2020,833500,30
Flayslane,@laneoficial,02-17-2020,847198,31
Flayslane,@laneoficial,02-18-2020,863547,32
Flayslane,@laneoficial,02-19-2020,883617,33
Flayslane,@laneoficial,02-20-2020,899100,34
Flayslane,@laneoficial,02-21-2020,912740,35
Flayslane,@laneoficial,02-22-2020,924397,36
Flayslane,@laneoficial,02-23-2020,943108,37
Gabi,@gabimartins,01-18-2020,0,1
Gabi,@gabimartins,01-19-2020,1190702,2
Gabi,@gabimartins,01-20-2020,1208033,3
Gabi,@gabimartins,01-21-2020,1222406,4
Gabi,@gabimartins,01-22-2020,1252972,5
Gabi,@gabimartins,01-23-2020,1277821,6
Gabi,@gabimartins,01-24-2020,1303717,7
Gabi,@gabimartins,01-25-2020,1327997,8
Gabi,@gabimartins,01-26-2020,1353880,9
Gabi,@gabimartins,01-27-2020,1394455,10
Gabi,@gabimartins,01-28-2020,1419641,11
Gabi,@gabimartins,01-29-2020,1451233,12
Gabi,@gabimartins,01-30-2020,1509000,13
Gabi,@gabimartins,01-31-2020,1565102,14
Gabi,@gabimartins,02-01-2020,1603103,15
Gabi,@gabimartins,02-02-2020,1644948,16
Gabi,@gabimartins,02-03-2020,1705496,17
Gabi,@gabimartins,02-04-2020,1755591,18
Gabi,@gabimartins,02-05-2020,1838772,19
Gabi,@gabimartins,02-06-2020,1953495,20
Gabi,@gabimartins,02-07-2020,2085413,21
Gabi,@gabimartins,02-08-2020,2110590,22
Gabi,@gabimartins,02-09-2020,2149323,23
Gabi,@gabimartins,02-10-2020,2262454,24
Gabi,@gabimartins,02-11-2020,2570551,25
Gabi,@gabimartins,02-12-2020,2669766,26
Gabi,@gabimartins,02-13-2020,2756439,27
Gabi,@gabimartins,02-14-2020,2816737,28
Gabi,@gabimartins,02-15-2020,2864674,29
Gabi,@gabimartins,02-16-2020,2901556,30
Gabi,@gabimartins,02-17-2020,2936184,31
Gabi,@gabimartins,02-18-2020,2977433,32
Gabi,@gabimartins,02-19-2020,3031967,33
Gabi,@gabimartins,02-20-2020,3075569,34
Gabi,@gabimartins,02-21-2020,3118383,35
Gabi,@gabimartins,02-22-2020,3158797,36
Gabi,@gabimartins,02-23-2020,3179832,37
Gizelle,@gizellybicalho,01-18-2020,0,1
Gizelle,@gizellybicalho,01-19-2020,51970,2
Gizelle,@gizellybicalho,01-20-2020,57012,3
Gizelle,@gizellybicalho,01-21-2020,60831,4
Gizelle,@gizellybicalho,01-22-2020,74734,5
Gizelle,@gizellybicalho,01-23-2020,86736,6
Gizelle,@gizellybicalho,01-24-2020,99043,7
Gizelle,@gizellybicalho,01-25-2020,111559,8
Gizelle,@gizellybicalho,01-26-2020,122267,9
Gizelle,@gizellybicalho,01-27-2020,131632,10
Gizelle,@gizellybicalho,01-28-2020,144809,11
Gizelle,@gizellybicalho,01-29-2020,163255,12
Gizelle,@gizellybicalho,01-30-2020,198939,13
Gizelle,@gizellybicalho,01-31-2020,219541,14
Gizelle,@gizellybicalho,02-01-2020,236617,15
Gizelle,@gizellybicalho,02-02-2020,262261,16
Gizelle,@gizellybicalho,02-03-2020,295477,17
Gizelle,@gizellybicalho,02-04-2020,334264,18
Gizelle,@gizellybicalho,02-05-2020,394952,19
Gizelle,@gizellybicalho,02-06-2020,522284,20
Gizelle,@gizellybicalho,02-07-2020,580994,21
Gizelle,@gizellybicalho,02-08-2020,594434,22
Gizelle,@gizellybicalho,02-09-2020,621436,23
Gizelle,@gizellybicalho,02-10-2020,657996,24
Gizelle,@gizellybicalho,02-11-2020,709000,25
Gizelle,@gizellybicalho,02-12-2020,757624,26
Gizelle,@gizellybicalho,02-13-2020,796898,27
Gizelle,@gizellybicalho,02-14-2020,826232,28
Gizelle,@gizellybicalho,02-15-2020,890648,29
Gizelle,@gizellybicalho,02-16-2020,937334,30
Gizelle,@gizellybicalho,02-17-2020,967518,31
Gizelle,@gizellybicalho,02-18-2020,1032747,32
Gizelle,@gizellybicalho,02-19-2020,1084889,33
Gizelle,@gizellybicalho,02-20-2020,1104346,34
Gizelle,@gizellybicalho,02-21-2020,1161606,35
Gizelle,@gizellybicalho,02-22-2020,1195895,36
Gizelle,@gizellybicalho,02-23-2020,1217204,37
Guilherme,@guinapolitano,01-18-2020,0,1
Guilherme,@guinapolitano,01-19-2020,42422,2
Guilherme,@guinapolitano,01-20-2020,45947,3
Guilherme,@guinapolitano,01-21-2020,48772,4
Guilherme,@guinapolitano,01-22-2020,58633,5
Guilherme,@guinapolitano,01-23-2020,68048,6
Guilherme,@guinapolitano,01-24-2020,80921,7
Guilherme,@guinapolitano,01-25-2020,91108,8
Guilherme,@guinapolitano,01-26-2020,100605,9
Guilherme,@guinapolitano,01-27-2020,112325,10
Guilherme,@guinapolitano,01-28-2020,127701,11
Guilherme,@guinapolitano,01-29-2020,147174,12
Guilherme,@guinapolitano,01-30-2020,170603,13
Guilherme,@guinapolitano,01-31-2020,201697,14
Guilherme,@guinapolitano,02-01-2020,229079,15
Guilherme,@guinapolitano,02-02-2020,263245,16
Guilherme,@guinapolitano,02-03-2020,301579,17
Guilherme,@guinapolitano,02-04-2020,328856,18
Guilherme,@guinapolitano,02-05-2020,404657,19
Guilherme,@guinapolitano,02-06-2020,490939,20
Guilherme,@guinapolitano,02-07-2020,605338,21
Guilherme,@guinapolitano,02-08-2020,654709,22
Guilherme,@guinapolitano,02-09-2020,689032,23
Guilherme,@guinapolitano,02-10-2020,728831,24
Guilherme,@guinapolitano,02-11-2020,779899,25
Guilherme,@guinapolitano,02-12-2020,823385,26
Guilherme,@guinapolitano,02-13-2020,859294,27
Guilherme,@guinapolitano,02-14-2020,894382,28
Guilherme,@guinapolitano,02-15-2020,918558,29
Guilherme,@guinapolitano,02-16-2020,941673,30
Guilherme,@guinapolitano,02-17-2020,960584,31
Guilherme,@guinapolitano,02-18-2020,980341,32
Guilherme,@guinapolitano,02-19-2020,1006463,33
Guilherme,@guinapolitano,02-20-2020,1027519,34
Guilherme,@guinapolitano,02-21-2020,1046015,35
Guilherme,@guinapolitano,02-22-2020,1063984,36
Guilherme,@guinapolitano,02-23-2020,1079411,37
Ivy,@ivymoraes,01-18-2020,0,1
Ivy,@ivymoraes,01-19-2020,0,2
Ivy,@ivymoraes,01-20-2020,0,3
Ivy,@ivymoraes,01-21-2020,0,4
Ivy,@ivymoraes,01-22-2020,0,5
Ivy,@ivymoraes,01-23-2020,0,6
Ivy,@ivymoraes,01-24-2020,0,7
Ivy,@ivymoraes,01-25-2020,0,8
Ivy,@ivymoraes,01-26-2020,0,9
Ivy,@ivymoraes,01-27-2020,0,10
Ivy,@ivymoraes,01-28-2020,0,11
Ivy,@ivymoraes,01-29-2020,0,12
Ivy,@ivymoraes,01-30-2020,0,13
Ivy,@ivymoraes,01-31-2020,0,14
Ivy,@ivymoraes,02-01-2020,0,15
Ivy,@ivymoraes,02-02-2020,121491,16
Ivy,@ivymoraes,02-03-2020,148320,17
Ivy,@ivymoraes,02-04-2020,165198,18
Ivy,@ivymoraes,02-05-2020,288727,19
Ivy,@ivymoraes,02-06-2020,382712,20
Ivy,@ivymoraes,02-07-2020,437099,21
Ivy,@ivymoraes,02-08-2020,445929,22
Ivy,@ivymoraes,02-09-2020,464041,23
Ivy,@ivymoraes,02-10-2020,499192,24
Ivy,@ivymoraes,02-11-2020,534261,25
Ivy,@ivymoraes,02-12-2020,565261,26
Ivy,@ivymoraes,02-13-2020,592793,27
Ivy,@ivymoraes,02-14-2020,615302,28
Ivy,@ivymoraes,02-15-2020,631764,29
Ivy,@ivymoraes,02-16-2020,654908,30
Ivy,@ivymoraes,02-17-2020,670919,31
Ivy,@ivymoraes,02-18-2020,687534,32
Ivy,@ivymoraes,02-19-2020,707114,33
Ivy,@ivymoraes,02-20-2020,726902,34
Ivy,@ivymoraes,02-21-2020,748858,35
Ivy,@ivymoraes,02-22-2020,764059,36
Ivy,@ivymoraes,02-23-2020,783872,37
Manu,@manugavassi,01-18-2020,4431888,1
Manu,@manugavassi,01-19-2020,4483750,2
Manu,@manugavassi,01-20-2020,4512055,3
Manu,@manugavassi,01-21-2020,4573072,4
Manu,@manugavassi,01-22-2020,4785692,5
Manu,@manugavassi,01-23-2020,5023948,6
Manu,@manugavassi,01-24-2020,5273342,7
Manu,@manugavassi,01-25-2020,5433437,8
Manu,@manugavassi,01-26-2020,5575919,9
Manu,@manugavassi,01-27-2020,5718987,10
Manu,@manugavassi,01-28-2020,5829367,11
Manu,@manugavassi,01-29-2020,5989415,12
Manu,@manugavassi,01-30-2020,6092724,13
Manu,@manugavassi,01-31-2020,6185459,14
Manu,@manugavassi,02-01-2020,6261813,15
Manu,@manugavassi,02-02-2020,6392474,16
Manu,@manugavassi,02-03-2020,6546376,17
Manu,@manugavassi,02-04-2020,6686315,18
Manu,@manugavassi,02-05-2020,6938266,19
Manu,@manugavassi,02-06-2020,7078474,20
Manu,@manugavassi,02-07-2020,7181394,21
Manu,@manugavassi,02-08-2020,7251909,22
Manu,@manugavassi,02-09-2020,7345876,23
Manu,@manugavassi,02-10-2020,7448922,24
Manu,@manugavassi,02-11-2020,7553346,25
Manu,@manugavassi,02-12-2020,7662512,26
Manu,@manugavassi,02-13-2020,7744829,27
Manu,@manugavassi,02-14-2020,7809584,28
Manu,@manugavassi,02-15-2020,7868109,29
Manu,@manugavassi,02-16-2020,7922958,30
Manu,@manugavassi,02-17-2020,7973890,31
Manu,@manugavassi,02-18-2020,8041168,32
Manu,@manugavassi,02-19-2020,8116243,33
Manu,@manugavassi,02-20-2020,8177008,34
Manu,@manugavassi,02-21-2020,8244829,35
Manu,@manugavassi,02-22-2020,8307897,36
Manu,@manugavassi,02-23-2020,8356056,37
Marcela,@marcelamcgowan,01-18-2020,0,1
Marcela,@marcelamcgowan,01-19-2020,57607,2
Marcela,@marcelamcgowan,01-20-2020,73082,3
Marcela,@marcelamcgowan,01-21-2020,83719,4
Marcela,@marcelamcgowan,01-22-2020,103833,5
Marcela,@marcelamcgowan,01-23-2020,132952,6
Marcela,@marcelamcgowan,01-24-2020,175692,7
Marcela,@marcelamcgowan,01-25-2020,213732,8
Marcela,@marcelamcgowan,01-26-2020,240315,9
Marcela,@marcelamcgowan,01-27-2020,265800,10
Marcela,@marcelamcgowan,01-28-2020,351616,11
Marcela,@marcelamcgowan,01-29-2020,418962,12
Marcela,@marcelamcgowan,01-30-2020,680084,13
Marcela,@marcelamcgowan,01-31-2020,797548,14
Marcela,@marcelamcgowan,02-01-2020,862869,15
Marcela,@marcelamcgowan,02-02-2020,1184587,16
Marcela,@marcelamcgowan,02-03-2020,1777791,17
Marcela,@marcelamcgowan,02-04-2020,2149618,18
Marcela,@marcelamcgowan,02-05-2020,2549039,19
Marcela,@marcelamcgowan,02-06-2020,2764069,20
Marcela,@marcelamcgowan,02-07-2020,2906100,21
Marcela,@marcelamcgowan,02-08-2020,2980462,22
Marcela,@marcelamcgowan,02-09-2020,3078867,23
Marcela,@marcelamcgowan,02-10-2020,3171942,24
Marcela,@marcelamcgowan,02-11-2020,3255828,25
Marcela,@marcelamcgowan,02-12-2020,3345285,26
Marcela,@marcelamcgowan,02-13-2020,3410753,27
Marcela,@marcelamcgowan,02-14-2020,3493413,28
Marcela,@marcelamcgowan,02-15-2020,3541528,29
Marcela,@marcelamcgowan,02-16-2020,3581641,30
Marcela,@marcelamcgowan,02-17-2020,3623575,31
Marcela,@marcelamcgowan,02-18-2020,3651154,32
Marcela,@marcelamcgowan,02-19-2020,3684677,33
Marcela,@marcelamcgowan,02-20-2020,3715472,34
Marcela,@marcelamcgowan,02-21-2020,3744493,35
Marcela,@marcelamcgowan,02-22-2020,3774849,36
Marcela,@marcelamcgowan,02-23-2020,3797775,37
